"id","text","author"
"id1033","our country, our people diverse and beautiful, will emerge battered and beautiful. When day comes, we step out of the","AG"
"id1034","shade of flame and unafraid. The new dawn balloons as we free it. For there is always light, if only","AG"
"id1035","we’re brave enough to see it. If only we’re brave enough to be it. There’s a poem in this place—","AG"
"id1036","in the footfalls in the halls in the quiet beat of the seats. It is here, at the curtain of","AG"
"id1037","day, where America writes a lyric you must whisper to say. There’s a poem in this place— in the heavy","AG"
"id1038","grace, the lined face of this noble building, collections burned and reborn twice. There’s a poem in Boston’s Copley Square","AG"
"id1039","where protest chants tear through the air like sheets of rain, where love of the many swallows hatred of the","AG"
"id1040","few. There’s a poem in Charlottesville where tiki torches string a ring of flame tight round the wrist of night","AG"
"id1041","where men so white they gleam blue— seem like statues where men heap that long wax burning ever higher where","AG"
"id1042","Heather Heyer blooms forever in a meadow of resistance. There’s a poem in the great sleeping giant of Lake Michigan,","AG"
"id1043","defiantly raising its big blue head to Milwaukee and Chicago— a poem begun long ago, blazed into frozen soil, strutting","AG"
"id1044","upward and aglow. There’s a poem in Florida, in East Texas where streets swell into a nexus of rivers, cows","AG"
"id1045","afloat like mottled buoys in the brown, where courage is now so common that 23 year old Jesus Contreras rescues people from","AG"
"id1046","floodwaters. There’s a poem in Los Angeles yawning wide as the Pacific tide where a single mother swelters in a","AG"
"id1047","windowless classroom, teaching black and brown students in Watts to spell out their thoughts so her daughter might write this","AG"
"id1048","poem for you. There's a lyric in California where thousands of students march for blocks, undocumented and unafraid; where my","AG"
"id1049","friend Rosa finds the power to blossom in deadlock, her spirit the bedrock of her community. She knows hope is","AG"
"id1050","like a stubborn ship gripping a dock, a truth: that you can’t stop a dreamer or knock down a dream.","AG"
"id1051","How could this not be her city su nación our country our America, our American lyric to write— a poem","AG"
"id1052","by the people, the poor, the Protestant, the Muslim, the Jew, the native, the immigrant, the black, the brown, the","AG"
"id1053","blind, the brave, the undocumented and undeterred, the woman, the man, the nonbinary, the white, the trans, the ally to","AG"
"id1054","all of the above and more? Tyrants fear the poet. Now that we know it we can’t blow it. We","AG"
"id1055","owe it to show it not slow it although it hurts to sew it when the world skirts below it.","AG"
"id1056","Hope— we must bestow it like a wick in the poet so it can grow, lit, bringing with it stories","AG"
"id1057","to rewrite— the story of a Texas city depleted but not defeated a history written that need not be repeated","AG"
"id1058","a nation composed but not yet completed. There’s a poem in this place— a poem in America a poet in","AG"
"id1059","every American who rewrites this nation, who tells a story worthy of being told on this minnow of an earth","AG"
"id1060","to breathe hope into a palimpsest of time— a poet in every American who sees that our poem penned doesn’t","AG"
"id1061","mean our poem’s end. There’s a place where this poem dwells— it is here, it is now, in the yellow","AG"
"id1062","song of dawn’s bell where we write an American lyric we are just beginning to tell. I thought I’d awaken","AG"
"id1063","to a world in mourning. Heavy clouds crowding, a society storming. But there’s something different on this golden morning. Something","AG"
"id1064","magical in the sunlight, wide and warming. I see a dad with a stroller taking a jog. Across the street,","AG"
"id1065","a bright eyed girl chases her dog. A grandma on a porch fingers her rosaries. She grins as her young neighbor","AG"
"id1066","brings her groceries. While we might feel small, separate, and all alone, Our people have never been more closely tethered.","AG"
"id1067","The question isn’t if we will weather this unknown, But how we will weather this unknown together. So on this","AG"
"id1068","meaningful morn, we mourn and we mend. Like light, we can’t be broken, even when we bend. As one, we","AG"
"id1069","will defeat both despair and disease. We stand with healthcare heroes and all employees; With families, libraries, schools, waiters, artists;","AG"
"id1070","Businesses, restaurants, and hospitals hit hardest. We ignite not in the light, but in lack thereof, For it is in","AG"
"id1071","loss that we truly learn to love. In this chaos, we will discover clarity. In suffering, we must find solidarity.","AG"
"id1072","For it’s our grief that gives us our gratitude, Shows us how to find hope, if we ever lose it.","AG"
"id1073","So ensure that this ache wasn’t endured in vain: Do not ignore the pain. Give it purpose. Use it. Read","AG"
"id1074","children’s books, dance alone to DJ music. Know that this distance will make our hearts grow fonder. From a wave","AG"
"id1075","of woes our world will emerge stronger. We’ll observe how the burdens braved by humankind Are also the moments that","AG"
"id1076","make us humans kind; Let every dawn find us courageous, brought closer; Heeding the light before the fight is over.","AG"
"id1077","When this ends, we’ll smile sweetly, finally seeing In testing times, we became the best of beings.","AG"
"id2000","They sat on the dresser like anything I put in my pocket before leaving The house. I even saw a","JB"
"id2001","few tiny ones Tilted against the window of my living Room, little metal threats with splinters For handles. They leaned","JB"
"id2002","like those Teenage boys at the corner who might Not be teenage boys because they ask For dollars in the","JB"
"id2003","middle Of the April day and because they knock At 10 a.m. Do I need help lifting some Thing heavy?","JB"
"id2004","Yard work? I wondered If only I saw the hammers. The teenage Boys visiting seemed not to care that They","JB"
"id2005","lay on the floor lit by the TV. I'd have covered them up with rugs, With dry towels and linen,","JB"
"id2006","but their claw And sledge and ball peen heads shone In the dark, which is, at least, a view In the","JB"
"id2007","dark. And their handles meant My hands, striking surfaces, getting Shelves up, finally. One stayed In my tub, slowing the","JB"
"id2008","drain. I found Another propped near the bulb In the refrigerator. Wasn't I hungry? Why have them there if I","JB"
"id2009","could not Use them, if I could not look at my own Reflection in the mirror and take one To","JB"
"id2010","the temple and knock myself out? I spent what light Saturday sent sweating And learned to cuss cutting grass for","JB"
"id2011","women Kind enough to say they couldn't tell the damned Difference between their mowed lawns And their vacuumed carpets just","JB"
"id2012","before Handing over a five dollar bill rolled tighter Than a joint and asking me in to change A few light","JB"
"id2013","bulbs. I called those women old Because they wouldn't move out of a chair Without my help or walk without","JB"
"id2014","a hand At the base of their backs. I called them Old, and they must have been; they're all dead","JB"
"id2015","Now, dead and in the earth I once tended. The loneliest people have the earth to love And not one","JB"
"id2016","friend their own age—only Mothers to baby them and big sisters to boss Them around, women they want to please","JB"
"id2017","And pray for the chance to say please to. I don't do that kind of work anymore. My job Is","JB"
"id2018","to look at the childhood I hated and say I once had something to do with my hands. Peace on","JB"
"id2019","this planet Or guns glowing hot, We lay there together As if we were getting Something done. It Felt like","JB"
"id2020","planting A garden or planning A meal for a people Who still need feeding, All that touching or Barely touching,","JB"
"id2021","not Saying much, not adding Anything. The cushion Of it, the skin and Occasional sigh, all Seemed like work worth","JB"
"id2022","Mastering. I’m sure Somebody died while We made love. Some  Body killed somebody Black. I thought then Of holding you","JB"
"id2023","As a political act. I May as well have Held myself. We didn’t Stand for one thought, Didn’t do a","JB"
"id2024","damn thing, And though you left Me, I’m glad we didn’t. I begin with love, hoping to end there. I","JB"
"id2025","don’t want to leave a messy corpse. I don’t want to leave a messy corpse Full of medicines that turn","JB"
"id2026","in the sun. Some of my medicines turn in the sun. Some of us don’t need hell to be good.","JB"
"id2027","Those who need most, need hell to be good. What are the symptoms of your sickness? Here is one symptom","JB"
"id2028","of my sickness: Men who love me are men who miss me. Men who leave me are men who miss","JB"
"id2029","me In the dream where I am an island. In the dream where I am an island, I grow green","JB"
"id2030","with hope. I’d like to end there. I will not shoot myself In the head, and I will not shoot","JB"
"id2031","myself In the back, and I will not hang myself With a trashbag, and if I do, I promise you,","JB"
"id2032","I will not do it In a police car while handcuffed Or in the jail cell of a town I","JB"
"id2033","only know the name of Because I have to drive through it To get home. Yes, I may be at","JB"
"id2034","risk, But I promise you, I trust the maggots Who live beneath the floorboards Of my house to do what","JB"
"id2035","they must To any carcass more than I trust An officer of the law of the land To shut my","JB"
"id2036","eyes like a man Of God might, or to cover me with a sheet So clean my mother could have","JB"
"id2037","used it To tuck me in. When I kill me, I will Do it the same way most Americans do,","JB"
"id2038","I promise you: cigarette smoke Or a piece of meat on which I choke Or so broke I freeze In","JB"
"id2039","one of these winters we keep Calling worst. I promise if you hear Of me dead anywhere near A cop,","JB"
"id2040","then that cop killed me. He took Me from us and left my body, which is, No matter what we’ve","JB"
"id2041","been taught, Greater than the settlement a city can pay A mother to stop crying, and more Beautiful than the","JB"
"id2042","new bullet Fished from the folds of my brain. I don’t want to hurt a man, but I like to","JB"
"id2043","hear one beg. Two people touch twice a month in ten hotels, and We call it long distance. He holds","JB"
"id2044","down one coast. I wander the other like any African American, Africa With its condition and America with its condition","JB"
"id2045","And black folk born in this nation content to carry Half of each. I shoulder my share. My man flies","JB"
"id2046","To touch me. Sky on our side. Sky above his world I wish to write. Which is where I go","JB"
"id2047","wrong. Words Are a sense of sound. I get smart. My mother shakes Her head. My grandmother sighs: He ain’t","JB"
"id2048","got no Sense. My grandmother is dead. She lives with me. I hear my mother shake her head over the","JB"
"id2049","phone. Somebody cut the cord. We have a long distance Relationship. I lost half of her to a stroke. God gives","JB"
"id2050","To each a body. God gives every body its pains. When pain mounts in my body, I try thinking Of","JB"
"id2051","my white forefathers who hurt their black bastards Quite legally. I hate to say it, but one pain can ease","JB"
"id2052","Another. Doctors rather I take pills. My man wants me To see a doctor. What are you when you leave","JB"
"id2053","your man Wanting? What am I now that I think so fondly Of airplanes? What’s my name, whose is it,","JB"
"id2054","while we Make love. My lover leaves me with words I wish To write. Flies from one side of a","JB"
"id2055","nation to the outside Of our world. I don’t want the world. I only want African sense of American sound.","JB"
"id2056","Him. Touching. This body. Aware of its pains. Greetings, Earthlings. My name is Slow And Stumbling. I come from planet","JB"
"id2057","Trouble. I am here to love you uncomfortable.","JB"
"id3000","FROM off a hill whose concave womb reworded A plaintful story from a sistering vale, My spirits to attend this","SS"
"id3001","double voice accorded, And down I laid to list the sadtuned tale; Ere long espied a fickle maid full pale,","SS"
"id3002","Tearing of papers, breaking rings a twain, Storming her world with sorrow's wind and rain. Upon her head a platted hive","SS"
"id3003","of straw, Which fortified her visage from the sun, Whereon the thought might think sometime it saw The carcass of","SS"
"id3004","beauty spent and done: Time had not scythed all that youth begun, Nor youth all quit; but, spite of heaven's","SS"
"id3005","fell rage, Some beauty peep'd through lattice of sear'd age. Oft did she heave her napkin to her eyne, Which","SS"
"id3006","on it had conceited characters, Laundering the silken figures in the brine That season'd woe had pelleted in tears, And","SS"
"id3007","often reading what contents it bears; As often shrieking undistinguish'd woe, In clamours of all size, both high and low.","SS"
"id3008","Sometimes her levell'd eyes their carriage ride, As they did battery to the spheres intend; Sometime diverted their poor balls","SS"
"id3009","are tied To the orbed earth; sometimes they do extend Their view right on; anon their gazes lend To every","SS"
"id3010","place at once, and, nowhere fix'd, The mind and sight distractedly commix'd. Her hair, nor loose nor tied in formal","SS"
"id3011","plat, Proclaim'd in her a careless hand of pride For some, untuck'd, descended her sheaved hat, Hanging her pale and","SS"
"id3012","pined cheek beside; Some in her threaden fillet still did bide, And true to bondage would not break from thence,","SS"
"id3013","Though slackly braided in loose negligence. A thousand favours from a maund she drew Of amber, crystal, and of beaded","SS"
"id3014","jet, Which one by one she in a river threw, Upon whose weeping margent she was set; Like usury, applying","SS"
"id3015","wet to wet, Or monarch's hands that let not bounty fall Where want cries some, but where excess begs all.","SS"
"id3016","Of folded schedules had she many a one, Which she perused, sigh'd, tore, and gave the flood; Crack'd many a","SS"
"id3017","ring of posied gold and bone Bidding them find their sepulchres in mud; Found yet moe letters sadly penn'd in","SS"
"id3018","blood, With sleided silk feat and affectedly Enswathed, and seal'd to curious secrecy. These often bathed she in her fluxive","SS"
"id3019","eyes, And often kiss'd, and often 'gan to tear: Cried 'O false blood, thou register of lies, What unapproved witness","SS"
"id3020","dost thou bear! Ink would have seem'd more black and damned here!' This said, in top of rage the lines","SS"
"id3021","she rents, Big discontent so breaking their contents. A reverend man that grazed his cattle nigh  Sometime a blusterer, that","SS"
"id3022","the ruffle knew Of court, of city, and had let go by The swiftest hours, observed as they flew Towards","SS"
"id3023","this afflicted fancy fastly drew, And, privileged by age, desires to know In brief the grounds and motives of her","SS"
"id3024","woe. So slides he down upon his grained bat, And comely distant sits he by her side; When he again desires","SS"
"id3025","her, being sat, Her grievance with his hearing to divide: If that from him there may be aught applied Which","SS"
"id3026","may her suffering ecstasy assuage, 'Tis promised in the charity of age. 'Father,' she says, 'though in me you behold","SS"
"id3027","The injury of many a blasting hour, Let it not tell your judgment I am old; Not age, but sorrow,","SS"
"id3028","over me hath power: I might as yet have been a spreading flower, Fresh to myself, If I had self applied","SS"
"id3029","Love to myself and to no love beside. 'But, woe is me! too early I attended A youthful suit it was","SS"
"id3030","to gain my grace  Of one by nature's outwards so commended, That maidens' eyes stuck over all his face: Love","SS"
"id3031","lack'd a dwelling, and made him her place; And when in his fair parts she did abide, She was new","SS"
"id3032","lodged and newly deified. 'His browny locks did hang in crooked curls; And every light occasion of the wind Upon","SS"
"id3033","his lips their silken parcels hurls. What's sweet to do, to do will aptly find: Each eye that saw him","SS"
"id3034","did enchant the mind, For on his visage was in little drawn What largeness thinks in Paradise was sawn. 'Small","SS"
"id3035","show of man was yet upon his chin; His phoenix down began but to appear Like unshorn velvet on that","SS"
"id3036","termless skin Whose bare out bragg'd the web it seem'd to wear: Yet show'd his visage by that cost more dear;","SS"
"id3037","And nice affections wavering stood in doubt If best were as it was, or best without. 'His qualities were beauteous","SS"
"id3038","as his form, For maiden tongued he was, and thereof free; Yet, if men moved him, was he such a storm","SS"
"id3039","As oft 'twixt May and April is to see, When winds breathe sweet, untidy though they be. His rudeness so","SS"
"id3040","with his authorized youth Did livery falseness in a pride of truth. 'Well could he ride, and often men would","SS"
"id3041","say 'That horse his mettle from his rider takes: Proud of subjection, noble by the sway, What rounds, what bounds,","SS"
"id3042","what course, what stop he makes!' And controversy hence a question takes, Whether the horse by him became his deed,","SS"
"id3043","Or he his manage by the well doing steed. 'But quickly on this side the verdict went: His real habitude gave","SS"
"id3044","life and grace To appertainings and to ornament, Accomplish'd in himself, not in his case: All aids, themselves made fairer","SS"
"id3045","by their place, Came for additions; yet their purposed trim Pieced not his grace, but were all graced by him.","SS"
"id3046","'So on the tip of his subduing tongue All kinds of arguments and question deep, All replication prompt, and reason","SS"
"id3047","strong, For his advantage still did wake and sleep: To make the weeper laugh, the laugher weep, He had the","SS"
"id3048","dialect and different skill, Catching all passions in his craft of will: 'That he did in the general bosom reign","SS"
"id3049","Of young, of old; and sexes both enchanted, To dwell with him in thoughts, or to remain In personal duty,","SS"
"id3050","following where he haunted: Consents bewitch'd, ere he desire, have granted; And dialogued for him what he would say, Ask'd","SS"
"id3051","their own wills, and made their wills obey. 'Many there were that did his picture get, To serve their eyes,","SS"
"id3052","and in it put their mind; Like fools that in th' imagination set The goodly objects which abroad they find","SS"
"id3053","Of lands and mansions, theirs in thought assign'd; And labouring in moe pleasures to bestow them Than the true gouty","SS"
"id3054","landlord which doth owe them: 'So many have, that never touch'd his hand, Sweetly supposed them mistress of his heart.","SS"
"id3055","My woeful self, that did in freedom stand, And was my own fee simple, not in part, What with his art","SS"
"id3056","in youth, and youth in art, Threw my affections in his charmed power, Reserved the stalk and gave him all","SS"
"id3057","my flower. 'Yet did I not, as some my equals did, Demand of him, nor being desired yielded; Finding myself","SS"
"id3058","in honour so forbid, With safest distance I mine honour shielded: Experience for me many bulwarks builded Of proofs new bleeding,","SS"
"id3059","which remain'd the foil Of this false jewel, and his amorous spoil. 'But, ah, who ever shunn'd by precedent The","SS"
"id3060","destined ill she must herself assay? Or forced examples, 'gainst her own content, To put the by past perils in her","SS"
"id3061","way? Counsel may stop awhile what will not stay; For when we rage, advice is often seen By blunting us","SS"
"id3062","to make our wits more keen. 'Nor gives it satisfaction to our blood, That we must curb it upon others'","SS"
"id3063","proof; To be forbod the sweets that seem so good, For fear of harms that preach in our behoof. O","SS"
"id3064","appetite, from judgment stand aloof! The one a palate hath that needs will taste, Though Reason weep, and cry, 'It","SS"
"id3065","is thy last.' 'For further I could say 'This man's untrue,' And knew the patterns of his foul beguiling; Heard","SS"
"id3066","where his plants in others' orchards grew, Saw how deceits were gilded in his smiling; Knew vows were ever brokers","SS"
"id3067","to defiling; Thought characters and words merely but art, And bastards of his foul adulterate heart. 'And long upon these","SS"
"id3068","terms I held my city, Till thus he gan besiege me: 'Gentle maid, Have of my suffering youth some feeling","SS"
"id3069","pity, And be not of my holy vows afraid: That's to ye sworn to none was ever said; For feasts","SS"
"id3070","of love I have been call'd unto, Till now did ne'er invite, nor never woo. ''All my offences that abroad","SS"
"id3071","you see Are errors of the blood, none of the mind; Love made them not: with acture they may be,","SS"
"id3072","Where neither party is nor true nor kind: They sought their shame that so their shame did find; And so","SS"
"id3073","much less of shame in me remains, By how much of me their reproach contains. ''Among the many that mine","SS"
"id3074","eyes have seen, Not one whose flame my heart so much as warm'd, Or my affection put to the smallest","SS"
"id3075","teen, Or any of my leisures ever charm'd: Harm have I done to them, but ne'er was harm'd; Kept hearts","SS"
"id4000","I had no thought of violets of late, The wild, shy kind that spring beneath your feet In wistful April","MA"
"id4001","days, when lovers mate And wander through the fields in raptures sweet. The thought of violets meant florists’ shops, And","MA"
"id4002","bows and pins, and perfumed papers fine; And garish lights, and mincing little fops And cabarets and songs, and deadening","MA"
"id4003","wine. So far from sweet real things my thoughts had strayed, I had forgot wide fields, and clear brown streams;","MA"
"id4004","The perfect loveliness that God has made,— Wild violets shy and Heaven mounting dreams. And now—unwittingly, you’ve made me dream Of","MA"
"id4005","violets, and my soul’s forgotten gleam. A Rock, A River, A Tree Hosts to species long since departed, Marked the","MA"
"id4006","mastodon, The dinosaur, who left dried tokens Of their sojourn here On our planet floor, Any broad alarm of their","MA"
"id4007","hastening doom Is lost in the gloom of dust and ages. But today, the Rock cries out to us, clearly,","MA"
"id4008","forcefully, Come, you may stand upon my Back and face your distant destiny, But seek no haven in my shadow,","MA"
"id4009","I will give you no hiding place down here. You, created only a little lower than The angels, have crouched","MA"
"id4010","too long in The bruising darkness Have lain too long Facedown in ignorance, Your mouths spilling words Armed for slaughter.","MA"
"id4011","The Rock cries out to us today, You may stand upon me, But do not hide your face. My river","MA"
"id4012","was once unseparated. Was Colorado. Red  fast flood. Able to take anything it could wet—in a wild rush— all the","MA"
"id4013","way to Mexico. Now it is shattered by fifteen dams over one thousand four hundred and fifty miles, pipes and pumps filling","MA"
"id4014","swimming pools and sprinklers in Los Angeles and Las Vegas. To save our fish, we lifted them from our skeletoned","MA"
"id4015","river beds, loosed them in our heavens, set them aster — ‘Achii ‘ahan, Mojave salmon, Colorado pikeminnow— Up there they","MA"
"id4016","glide, gilled with stars. You see them now— god large, gold green sides, moon white belly and breast— making their great speeded way","MA"
"id4017","across the darkest hours, rippling the sapphired sky water into a galaxy road. The blurred wake they drag as they make","MA"
"id4018","their path through the night sky is called ‘Achii ‘ahan nyuunye— our words for Milky Way. Coyote too is up","MA"
"id4019","there, crouched in the moon, after his failed attempt to leap it, fishing net wet and empty, slung over his","MA"
"id4020","back— a prisoner blue and dreaming of unzipping the salmon’s silked skins with his teeth. O, the weakness of any","MA"
"id4021","mouth as it gives itself away to the universe of a sweet milk body. Just as my own mouth is dreamed","MA"
"id4022","to thirst the long desire ways, the hundred thousand light year roads of your throat and thighs. Autumn wind chases in From","MA"
"id4023","all directions And a thousand chaste leaves Give way. Scatter in me the seeds Of a thousand saplings. Let grow","MA"
"id4024","a grassy heaven. On my brow: a sun. This bliss is yours, Living World, and alone it endures. Music at","MA"
"id4025","midnight. Young wine. Lovers hand in hand By daylight, moonlight. Living World, hold me In your mouth, Slip on your","MA"
"id4026","frivolous shoes And dance with me. My soul Is the wild vine Who alone has grasped it, Who has seen","MA"
"id4027","through the awful plot, Who will arrive in time to vanquish The river already heavy with blossoms, The moon spilling","MA"
"id4028","light onto packs Of men. What is sadder than witless Wolves, wind without borders, Nationless birds, small gifts Laden with","MA"
"id4029","love’s intentions? Fistfuls of rain fall hard, fill My heart with mud. An old wind May still come chasing in.","MA"
"id4030","Resurrection fire. And me here Laughing like a cloud in trousers, Entreating the earth to bury me. To everything, there","MA"
"id4031","is a season of parrots. Instead of feathers, we searched the sky for meteors on our last night. Salamanders use","MA"
"id4032","the stars to find their way home. Who knew they could see that far, fix the tiny beads of their","MA"
"id4033","eyes on distant arrangements of lights so as to return to wet and wild nests? Our heads tilt up and","MA"
"id4034","up and we are careful to never look at each other. You were born on a day of peaches splitting","MA"
"id4035","from so much rain and the slick smell of fresh tar and asphalt pushed over a cracked parking lot. You","MA"
"id4036","were strong enough—even as a baby—to clutch a fistful of thistle and the sun himself was proud to light up","MA"
"id4037","your teeth when they first swelled and pushed up from your gums. And this is how I will always remember","MA"
"id4038","you when we are covered up again: by the pale mica flecks on your shoulders. Some thrown there from your","MA"
"id4039","own smile. Some from my own teeth. There are not enough jam jars to can this summer sky at night.","MA"
"id4040","I want to spread those little meteors on a hunk of still warm bread this winter. Any trace left on the","MA"
"id4041","knife will make a kitchen sink like that evening air the cool night before star showers: so sticky so warm","MA"
"id4042","so full of light You may write me down in history With your bitter, twisted lies, You may trod me","MA"
"id4043","in the very dirt But still, like dust, I’ll rise. Does my sassiness upset you? Why are you beset with","MA"
"id4044","gloom? ’Cause I walk like I’ve got oil wells Pumping in my living room. Just like moons and like suns,","MA"
"id4045","With the certainty of tides, Just like hopes springing high, Still I’ll rise. Did you want to see me broken?","MA"
"id4046","Bowed head and lowered eyes? Shoulders falling down like teardrops, Weakened by my soulful cries? Does my haughtiness offend you?","MA"
"id4047","Don’t you take it awful hard ’Cause I laugh like I’ve got gold mines Diggin’ in my own backyard. You","MA"
"id4048","may shoot me with your words, You may cut me with your eyes, You may kill me with your hatefulness,","MA"
"id4049","But still, like air, I’ll rise. Does my sexiness upset you? Does it come as a surprise That I dance","MA"
"id4050","like I’ve got diamonds At the meeting of my thighs? Out of the huts of history’s shame I rise Up","MA"
"id4051","from a past that’s rooted in pain I rise I’m a black ocean, leaping and wide, Welling and swelling I","MA"
"id4052","bear in the tide. Leaving behind nights of terror and fear I rise Into a daybreak that’s wondrously clear I","MA"
"id4053","rise Bringing the gifts that my ancestors gave, I am the dream and the hope of the slave. I rise","MA"
"id4054","I rise I rise. Lying, thinking Last night How to find my soul a home Where water is not thirsty","MA"
"id4055","And bread loaf is not stone I came up with one thing And I don’t believe I’m wrong That nobody,","MA"
"id4056","But nobody Can make it out here alone. Alone, all alone Nobody, but nobody Can make it out here alone.","MA"
"id4057","There are some millionaires With money they can’t use Their wives run round like banshees Their children sing the blues","MA"
"id4058","They’ve got expensive doctors To cure their hearts of stone. But nobody No, nobody Can make it out here alone.","MA"
"id4059","Alone, all alone Nobody, but nobody Can make it out here alone. Now if you listen closely I'll tell you","MA"
"id4060","what I know Storm clouds are gathering The wind is gonna blow The race of man is suffering And I","MA"
"id4061","can hear the moan, 'Cause nobody, But nobody Can make it out here alone. Alone, all alone Nobody, but nobody","MA"
"id4062","Can make it out here alone. A free bird leaps on the back of the wind and floats downstream till","MA"
"id4063","the current ends and dips his wing in the orange sun rays and dares to claim the sky. But a","MA"
"id4064","bird that stalks down his narrow cage can seldom see through his bars of rage his wings are clipped and","MA"
"id4065","his feet are tied so he opens his throat to sing. The caged bird sings with a fearful trill of","MA"
"id4066","things unknown but longed for still and his tune is heard on the distant hill for the caged bird sings","MA"
"id4067","of freedom. The free bird thinks of another breeze and the trade winds soft through the sighing trees and the","MA"
"id4068","fat worms waiting on a dawn bright lawn and he names the sky his own. But a caged bird stands","MA"
"id4069","on the grave of dreams his shadow shouts on a nightmare scream his wings are clipped and his feet are","MA"
"id4070","tied so he opens his throat to sing. The caged bird sings with a fearful trill of things unknown but","MA"
"id4071","longed for still and his tune is heard on the distant hill for the caged bird sings of freedom.","MA"
"id6054","to look at the childhood I hated and say I once had something to do with my hands.","JB"
"id6055","sex takes the consent of two if one person is lying there not doing anything cause they are not ready","RK"
"id6056","or not in the mood or simply don’t want to yet the other is having sex with their body it’s","RK"
"id6057","not love it is rape you tell me to quiet down cause my opinions make me less beautiful but i","RK"
"id6058","was not made with a fire in my belly so i could be put out i was not made with","RK"
"id6059","a lightness on my tongue so i could be easy to swallow i was made heavy half blade and half","RK"
"id6060","silk difficult to forget and not easy for the mind to follow you look just like your mother i guess","RK"
"id6061","i do carry her tenderness well you both have the same eyes cause we are both exhausted and the hands","RK"
"id6062","we share the same wilting fingers but that rage your mother doesn’t wear that anger you’re right this rage is","RK"
"id6063","the one thing i get from my father (homage to warsan shire’s inheritance) father. you always call to say nothing","RK"
"id6064","in particular. you ask what i’m doing or where i am and when the silence stretches like a lifetime between","RK"
"id6065","us i scramble to find questions to keep the conversation going. what i long to say most is, i understand","RK"
"id6066","this world broke you, it has been so hard on your feet. i don’t blame you for not knowing how","RK"
"id6067","to remain soft with me. sometimes i stay up thinking of all the places you are hurting which you’ll never","RK"
"id6068","care to mention. i com from the same aching blood. from the same bone so desperate for attention i collapse","RK"
"id6069","in on myself. i am your daughter. i know the small talk is the only way you know how to","RK"
"id6070","tell me you love me, cause it is the only way I know how to tell you. the thing about","RK"
"id6071","having an alcoholic parent is an alcoholic parent does not exist simply an alcoholic who could not stay sober long","RK"
"id6072","enough to raise their kids love will come and when love comes love will hold you love will call your","RK"
"id6073","name and you will melt sometimes though love will hurt you but love will never mean to love will play","RK"
"id6074","no games cause love knows life has been hard enough already i need someone who knows struggle as well as","RK"
